"model_code","response","response_label","hypothesis_id","hypothesis","role","window","reference_label","comparator_label","expected_direction","contrast_label","hypothesis_supported","effect_group","effect_type","term","estimate","std.error","statistic","p.value","conf.low","conf.high","odds_ratio","or_conf.low","or_conf.high","class","class_window","class_label","benchmark_class","benchmark_label","term_label","n_subjects","n_pseudo_rows","total_weight"
"JMAES","DNKA","Alcohol use","H1","Hypothesis 1. The lowest-adversity retained joint maternal absence and household socioeconomic status class within each window will be associated with lower pathway risk than the higher-adversity retained classes.","primary","Early childhood","Low Maternal Absence, Improving SES","Rising Maternal Absence, Low SES","higher","H1: Rising Maternal Absence, Low SES vs Low Maternal Absence, Improving SES",FALSE,"Two-window class history","early_class","early_class1",0.0299878856124262,0.150224426179184,0.199620570203793,0.841777338873771,-0.264451989698774,0.324427760923626,1.03044205070353,0.76762650196249,1.38323887612465,1,"Early Childhood (0–5 Years)","Rising Maternal Absence, Low SES",2,"Low Maternal Absence, Improving SES","Early: Rising Maternal Absence, Low SES vs Low Maternal Absence, Improving SES",3454,31111,3453.38502800012
"JMAES","DNKA","Alcohol use","H1","Hypothesis 1. The lowest-adversity retained joint maternal absence and household socioeconomic status class within each window will be associated with lower pathway risk than the higher-adversity retained classes.","primary","Early childhood","Low Maternal Absence, Improving SES","Low Maternal Absence, Low SES","higher","H1: Low Maternal Absence, Low SES vs Low Maternal Absence, Improving SES",FALSE,"Two-window class history","early_class","early_class3",-0.108220836465333,0.16101072172086,-0.672134348002937,0.501498171641237,-0.423801851038218,0.207360178107553,0.897429389411328,0.654553568169799,1.23042566436711,3,"Early Childhood (0–5 Years)","Low Maternal Absence, Low SES",2,"Low Maternal Absence, Improving SES","Early: Low Maternal Absence, Low SES vs Low Maternal Absence, Improving SES",3454,31111,3453.38502800012
"JMAES","DNKA","Alcohol use","H1","Hypothesis 1. The lowest-adversity retained joint maternal absence and household socioeconomic status class within each window will be associated with lower pathway risk than the higher-adversity retained classes.","primary","Early childhood","Low Maternal Absence, Improving SES","High Maternal Absence, Low SES","higher","H1: High Maternal Absence, Low SES vs Low Maternal Absence, Improving SES",FALSE,"Two-window class history","early_class","early_class4",-0.215656271075058,0.144750153158077,-1.48985176436772,0.136263216849683,-0.499366571264889,0.0680540291147722,0.806012304006676,0.606914975366661,1.07042314093118,4,"Early Childhood (0–5 Years)","High Maternal Absence, Low SES",2,"Low Maternal Absence, Improving SES","Early: High Maternal Absence, Low SES vs Low Maternal Absence, Improving SES",3454,31111,3453.38502800012
"JMAES","DNKA","Alcohol use","H1","Hypothesis 1. The lowest-adversity retained joint maternal absence and household socioeconomic status class within each window will be associated with lower pathway risk than the higher-adversity retained classes.","primary","Middle-late childhood","Low Maternal Absence, Higher SES","Rising Maternal Absence, Improving SES","higher","H1: Rising Maternal Absence, Improving SES vs Low Maternal Absence, Higher SES",FALSE,"Two-window class history","mid_class","mid_class1",0.209432739323321,0.155033914322869,1.3508833872772,0.176732790627203,-0.0944337327495033,0.513299211396145,1.23297844135747,0.909888028406159,1.67079441578682,1,"Middle–Late Childhood (6–12 Years)","Rising Maternal Absence, Improving SES",6,"Low Maternal Absence, Higher SES","Middle-late: Rising Maternal Absence, Improving SES vs Low Maternal Absence, Higher SES",3454,31111,3453.38502800012
"JMAES","DNKA","Alcohol use","H1","Hypothesis 1. The lowest-adversity retained joint maternal absence and household socioeconomic status class within each window will be associated with lower pathway risk than the higher-adversity retained classes.","primary","Middle-late childhood","Low Maternal Absence, Higher SES","Low Maternal Absence, Low SES","higher","H1: Low Maternal Absence, Low SES vs Low Maternal Absence, Higher SES",FALSE,"Two-window class history","mid_class","mid_class2",0.0310730678591348,0.0981742466380439,0.316509358851485,0.75161592269226,-0.161348455551431,0.223494591269701,1.03156087507759,0.850995485335565,1.25043887697153,2,"Middle–Late Childhood (6–12 Years)","Low Maternal Absence, Low SES",6,"Low Maternal Absence, Higher SES","Middle-late: Low Maternal Absence, Low SES vs Low Maternal Absence, Higher SES",3454,31111,3453.38502800012
"JMAES","DNKA","Alcohol use","H1","Hypothesis 1. The lowest-adversity retained joint maternal absence and household socioeconomic status class within each window will be associated with lower pathway risk than the higher-adversity retained classes.","primary","Middle-late childhood","Low Maternal Absence, Higher SES","High Maternal Absence, Improving SES","higher","H1: High Maternal Absence, Improving SES vs Low Maternal Absence, Higher SES",TRUE,"Two-window class history","mid_class","mid_class3",0.23006635737732,0.115496119688317,1.991983436311,0.0463728752827804,0.0036939627882184,0.456438751966421,1.25868353009629,1.00370079387743,1.57844273771604,3,"Middle–Late Childhood (6–12 Years)","High Maternal Absence, Improving SES",6,"Low Maternal Absence, Higher SES","Middle-late: High Maternal Absence, Improving SES vs Low Maternal Absence, Higher SES",3454,31111,3453.38502800012
"JMAES","DNKA","Alcohol use","H1","Hypothesis 1. The lowest-adversity retained joint maternal absence and household socioeconomic status class within each window will be associated with lower pathway risk than the higher-adversity retained classes.","primary","Middle-late childhood","Low Maternal Absence, Higher SES","High Maternal Absence, Low SES","higher","H1: High Maternal Absence, Low SES vs Low Maternal Absence, Higher SES",FALSE,"Two-window class history","mid_class","mid_class5",-0.0027967903822125,0.138027029530177,-0.0202626282093613,0.98383386803055,-0.273329768261359,0.267736187496934,0.997207116992457,0.760841844762395,1.3070022909833,5,"Middle–Late Childhood (6–12 Years)","High Maternal Absence, Low SES",6,"Low Maternal Absence, Higher SES","Middle-late: High Maternal Absence, Low SES vs Low Maternal Absence, Higher SES",3454,31111,3453.38502800012
"JMAES","DNKA","Alcohol use","H1","Hypothesis 1. The lowest-adversity retained joint maternal absence and household socioeconomic status class within each window will be associated with lower pathway risk than the higher-adversity retained classes.","primary","Middle-late childhood","Low Maternal Absence, Higher SES","Low Maternal Absence, Improving SES","higher","H1: Low Maternal Absence, Improving SES vs Low Maternal Absence, Higher SES",FALSE,"Two-window class history","mid_class","mid_class7",0.146619035990984,0.129261848548979,1.13427927603424,0.256677419351948,-0.106734187165015,0.399972259146984,1.15791275590759,0.898764544392886,1.49178331372562,7,"Middle–Late Childhood (6–12 Years)","Low Maternal Absence, Improving SES",6,"Low Maternal Absence, Higher SES","Middle-late: Low Maternal Absence, Improving SES vs Low Maternal Absence, Higher SES",3454,31111,3453.38502800012
"JMAES","ESXC","Ever had sexual intercourse","H1","Hypothesis 1. The lowest-adversity retained joint maternal absence and household socioeconomic status class within each window will be associated with lower pathway risk than the higher-adversity retained classes.","primary","Early childhood","Low Maternal Absence, Improving SES","Rising Maternal Absence, Low SES","higher","H1: Rising Maternal Absence, Low SES vs Low Maternal Absence, Improving SES",FALSE,"Two-window class history","early_class","early_class1",0.233261456081945,0.191321501534923,1.219211924486,0.222763767170496,-0.141728686926504,0.608251599090393,1.26271157979427,0.867856685411671,1.83721639822388,1,"Early Childhood (0–5 Years)","Rising Maternal Absence, Low SES",2,"Low Maternal Absence, Improving SES","Early: Rising Maternal Absence, Low SES vs Low Maternal Absence, Improving SES",3396,30567,3395.40302700012
"JMAES","ESXC","Ever had sexual intercourse","H1","Hypothesis 1. The lowest-adversity retained joint maternal absence and household socioeconomic status class within each window will be associated with lower pathway risk than the higher-adversity retained classes.","primary","Early childhood","Low Maternal Absence, Improving SES","Low Maternal Absence, Low SES","higher","H1: Low Maternal Absence, Low SES vs Low Maternal Absence, Improving SES",FALSE,"Two-window class history","early_class","early_class3",0.0180697063712905,0.208193379791561,0.086792896053571,0.930836134443819,-0.389989318020168,0.426128730762749,1.01823395130993,0.677064106844671,1.5313178901656,3,"Early Childhood (0–5 Years)","Low Maternal Absence, Low SES",2,"Low Maternal Absence, Improving SES","Early: Low Maternal Absence, Low SES vs Low Maternal Absence, Improving SES",3396,30567,3395.40302700012
